_id,idpalabra,letra,palabra,descripcion
13946,13946,Pa,elemento,tlapeukayotl
13947,13947,Pa,elevador,akuanuastli
13948,13948,Pa,eliminar,katona
13949,13949,Pa,ellos,aneuan-
13950,13950,Pa,elote,elo
13951,13951,Pa,emanar,meya
13952,13952,Pa,embajada ,tlajtolkali
13953,13953,Pa,embajador ,titlantli
13954,13954,Pa,embarazada,teleltilistik
13955,13955,Pa,embarazarse,eletia
13956,13956,Pa,embarazo,teleltilistli
13957,13957,Pa,embarcadero,akalko
13958,13958,Pa,embarcado,akalasali
13959,13959,Pa,embarcar,akalakia
13960,13960,Pa,embarcar en altma mar,akalasa
13961,13961,Pa,embargado,tetlatkikaualtilili
13962,13962,Pa,embargar,tlatkikaualtia
13963,13963,Pa,embargo,tetlatkikaualtilistli
13964,13964,Pa,embarrada ,tlaixpepechilotl
13965,13965,Pa,embarrado,tlaixpepecholi
13966,13966,Pa,embarrar,ixpepechoa
13967,13967,Pa,embirgado,teixuili
13968,13968,Pa,embirgar,tlauantia
13969,13969,Pa,emborracharse,tlauana
13970,13970,Pa,embravecer,pepeualtia
13971,13971,Pa,embravecido,tlapepeualtili
13972,13972,Pa,embrazarse,tlakaualia
13973,13973,Pa,embriagado,tlauantili
13974,13974,Pa,embriagar,teixuini
13975,13975,Pa,embrujado,naualili
13976,13976,Pa,embrujar,naualia
13977,13977,Pa,embrujo,naualistli
13978,13978,Pa,embutido,tlanakasali
13979,13979,Pa,emocion,olinyotl
13980,13980,Pa,empalagado,neuikeuali
13981,13981,Pa,empalagar,neuikeua
13982,13982,Pa,empanada,tlaoyotl
13983,13983,Pa,emparejado,tlaneuiuilili
13984,13984,Pa,emparejar,neuiuilia
13985,13985,Pa,emparentado,teuayolkatili
13986,13986,Pa,emparentar,teuayolkatia
13987,13987,Pa,empastado de libro,amoxkimiliukoli
13988,13988,Pa,empeine,xixotl
13989,13989,Pa,empeñado,tlakixtiloni
13990,13990,Pa,empeñar,tlakixtilia
13991,13991,Pa,empeorar,huetia
13992,13992,Pa,emperatriz,ueysiuatlajtoani
13993,13993,Pa,empezado,peuali
13994,13994,Pa,empezar,peua
13995,13995,Pa,empinado,tlaeuatiketsali
13996,13996,Pa,empiojar,atemi
13997,13997,Pa,empleado,tlakakili
13998,13998,Pa,empobrecido,teiknotilili
13999,13999,Pa,empobrecimiento,teiknotililistli
14000,14000,Pa,empolvado,teuyotli
14001,14001,Pa,empolvar,teuyotia
14002,14002,Pa,empujar,matepeua
14003,14003,Pa,empuje,tlamatopeualistli
14004,14004,Pa,empuñado,piktili
14005,14005,Pa,empuñadura,piktli
14006,14006,Pa,empuñar,piktia
14007,14007,Pa,en ,ipan
14008,14008,Pa,en breve,achikpan
14009,14009,Pa,en casa de ,ichantsinko
14010,14010,Pa,en castelllano,kaxtilkopa
14011,14011,Pa,en cristiano,maseualkopa
14012,14012,Pa,en cual,in tlein
14013,14013,Pa,en donde,in kanin
14014,14014,Pa,en donde,inkanin
14015,14015,Pa,en el caso mio,notechkopa
14016,14016,Pa,en el cielo,iluikak
14017,14017,Pa,en el fogon,tlekuilko
14018,14018,Pa,en el futuro,icyo
14019,14019,Pa,en el lodo,sokipan
14020,14020,Pa,en el monte,tepepan
14021,14021,Pa,"en el otro, la otra",te
14022,14022,Pa,"en el, sobre el",ipan
14023,14023,Pa,en ellos,impan
14024,14024,Pa,en fin,san nitlami
14025,14025,Pa,en frente de ,iyixtaj
14026,14026,Pa,en la barranca,atlakomolko
14027,14027,Pa,en la barranca del agua,atlako
14028,14028,Pa,en la caja,petlakalko
14029,14029,Pa,en la carcel,cuacalco
14030,14030,Pa,en la ciudad,altepepan
14031,14031,Pa,en la copa del arbol,kuaulakoyokan
14032,14032,Pa,en la cruz,kuautoltitechpan
14033,14033,Pa,en la gloria,itle senkuiltonoayan
14034,14034,Pa,en la infancia,piltian
14035,14035,Pa,en la mañana,uatsinko
14036,14036,Pa,"en la orilla , cerca de",nauak
14037,14037,Pa,en la orilla de agua,atempan
14038,14038,Pa,en lengua nahuatl,nauatlatoltika
14039,14039,Pa,en medio de,tlajkoyan
14040,14040,Pa,"en medio de, entre",tsala
14041,14041,Pa,en muchas partes,achikexkian
14042,14042,Pa,en nada,nitlajko
14043,14043,Pa,en nada ,atlein
14044,14044,Pa,en ningun lado,akan
14045,14045,Pa,en palacio,sesentekpantli
14046,14046,Pa,en ruinas,ojsoli
14047,14047,Pa,en seguida,in niman
14048,14048,Pa,en todas partes,nouiyampa
14049,14049,Pa,en un momento,aokmo uakau
14050,14050,Pa,en vano,san espanka
14051,14051,Pa,enaguas,kueyetl
14052,14052,Pa,enamorado,moyoleuki
14053,14053,Pa,enano ,tsapatl
14054,14054,Pa,encajado,tlanamiktili
14055,14055,Pa,encajar,namiktia
14056,14056,Pa,encajoso,moskali
14057,14057,Pa,encalado,tlakilili
14058,14058,Pa,encalar,tlakilia
14059,14059,Pa,encallar,akana
14060,14060,Pa,encaminar,cojcuitia
14061,14061,Pa,encanecer,cuayocsi
14062,14062,Pa,encanecerse,cuachipilihui
14063,14063,Pa,encantado,tlaxochiuili
14064,14064,Pa,encantamiento,tlaxochiuilistli
14065,14065,Pa,encarcelado,teilpiloyatli
14066,14066,Pa,encarcelamiento,teilpiloyatilistli
14067,14067,Pa,encarcelar,teilpiloya
14068,14068,Pa,encargar,tlakaua
14069,14069,Pa,encargo,tlakaualistli
14070,14070,Pa,encendedor,tlechiualoni
14071,14071,Pa,encender,tletlalia
14072,14072,Pa,encender carbon,xoktlalia
14073,14073,Pa,encendido,tletlalili
14074,14074,Pa,encerar,xikokuitlaltia
14075,14075,Pa,enchilar,kokosiui
14076,14076,Pa,enchuecar,huijcolihui
14077,14077,Pa,encia,itana
14078,14078,Pa,enciclopedia,ueyamoxtli
14079,14079,Pa,encina,kuelkitl
14080,14080,Pa,encino,auatl
14081,14081,Pa,encinta,otstli
14082,14082,Pa,"enclavarse, inscrustarse",kakalaua
14083,14083,Pa,encoger,kototsoa
14084,14084,Pa,encogerse,cototzihui
14085,14085,Pa,encogido,tlakototsoli
14086,14086,Pa,encomendado,tekimaktli
14087,14087,Pa,encomendar,atiuitsoa
14088,14088,Pa,encomienda,atiuitsouilistli
14089,14089,Pa,encontrado,tenamiki
14090,14090,Pa,encontrar,namiki
14091,14091,Pa,encontrarse,namiki
14092,14092,Pa,encorvado,tlanololi
14093,14093,Pa,encorvar,noloa
14094,14094,Pa,encrucijada,omakateotl
14095,14095,Pa,encuadernacion,matsomalilistli
14096,14096,Pa,encuadernado,amatsomalili
14097,14097,Pa,encuadernar,amatsoma
14098,14098,Pa,encuentro,tenamikilistli
14099,14099,Pa,endemoniado,kineuki
14100,14100,Pa,enderezado,tlamalautli
14101,14101,Pa,enderezar,malaua
14102,14102,Pa,endulzado,nekutili
14103,14103,Pa,endulzar,nekutia
14104,14104,Pa,endurecer,tepitsalua
14105,14105,Pa,enemigo,yaotl
14106,14106,Pa,enemistad,neyaotlalistli
14107,14107,Pa,energia,teotilistli
14108,14108,Pa,enfermar,kokoa
14109,14109,Pa,enfermarse de gota,koasiui
14110,14110,Pa,enfermedad,cocolis
14111,14111,Pa,enfermedad de planta,chahui
14112,14112,Pa,enfermedad de veneria,siuatlauelilotl
14113,14113,Pa,enfermera,kokoxsiuapixki
14114,14114,Pa,enfermeria,kokoxkakali
14115,14115,Pa,enfermero,tepatli
14116,14116,Pa,enfrentar,atemouia
14117,14117,Pa,enfriado,tlaseseuili
14118,14118,Pa,enfriamiento,sekuilistli
14119,14119,Pa,enfriarse,seseya
14120,14120,Pa,engañado,tlakeloli
14121,14121,Pa,engañar,xikoa
14122,14122,Pa,engaño,tekilolistli
14123,14123,Pa,engañosamiento,teixkuepalistika
14124,14124,Pa,engendrado,tetlakatiliani
14125,14125,Pa,engendrar,kachiua
14126,14126,Pa,engendro,tetlakatililistli
14127,14127,Pa,engorda,tlanakayotilistli
14128,14128,Pa,engordado,tlanakayotili
14129,14129,Pa,engordar,nakayotia
14130,14130,Pa,engrandecer,mauitsoa
14131,14131,Pa,engrandecerse,momauitsoa
14132,14132,Pa,engrandecido,tlamauitsotili
14133,14133,Pa,engrandecimiento,tlatleyotilistli
14134,14134,Pa,engrosado,tilautli
14135,14135,Pa,engrosar,tilaua
14136,14136,Pa,engrudo ,tsakutli
14137,14137,Pa,enjabonado,tlamoluili
14138,14138,Pa,enjabonar,amoluia
14139,14139,Pa,enjambre,mimiauamej
14140,14140,Pa,enjambre,pipiyolpoltin
14141,14141,Pa,enjuagado,uatsali
14142,14142,Pa,enjuagar,cahuihuixohua
14143,14143,Pa,enjuague,uatsalistli
14144,14144,Pa,enjundia,xochiyotl
14145,14145,Pa,enjundioso,xochiyo
14146,14146,Pa,enlace ,tetsonuilistli
14147,14147,Pa,enladrilado,tlaxamixkalmantli
14148,14148,Pa,enladrillar,xamixkalmana
14149,14149,Pa,enlamar,apoxkauki
14150,14150,Pa,enlazado,tetsonuili
14151,14151,Pa,enlazar,tsonuia
14152,14152,Pa,enlazarse,tetsonuilia
14153,14153,Pa,enlodado,sokiuili
14154,14154,Pa,enlodar,sokiuia
14155,14155,Pa,enloquecido,temautli
14156,14156,Pa,enloquecimiento,temauitilistli
14157,14157,Pa,enmarañado,pasoltik
14158,14158,Pa,enmarañar,papasoloa
14159,14159,Pa,enojado,kualanki
14160,14160,Pa,enojar,kualania
14161,14161,Pa,enojarse,cuesihui
14162,14162,Pa,enojo,kualanilistli
14163,14163,Pa,enredadera,malinali
14164,14164,Pa,enrejado,tlateposchayauali
14165,14165,Pa,enrejar,teposchayaua
14166,14166,Pa,enriquecer,kuiltonoa
14167,14167,Pa,enriquecerse,tlamachtia
14168,14168,Pa,enriquecido,tekuiltononi
14169,14169,Pa,enrramado,kuauxiuyo
14170,14170,Pa,enrredado,matlaluili
14171,14171,Pa,ensalada,tlanelkilitl
14172,14172,Pa,ensanchado,patlautli
14173,14173,Pa,ensanchamiento,tlapatlaualistli
14174,14174,Pa,ensanchar,patlaua
14175,14175,Pa,ensancharse,patlaua
14176,14176,Pa,ensangrentado,tlaesotili
14177,14177,Pa,ensañar,soma
14178,14178,Pa,ensartado,tlasosotli
14179,14179,Pa,ensartar,soso
14180,14180,Pa,ensayado,moyekolili
14181,14181,Pa,ensayar,moyekolia
14182,14182,Pa,ensayo,moyekolistli
14183,14183,Pa,enseguida,nimanik
14184,14184,Pa,enseñanza,tlamachtilistli
14185,14185,Pa,enseñar,tlasaloltia
14186,14186,Pa,ensordecedor,tenakatstiliani
14187,14187,Pa,ensordecido,tenakatstilili
14188,14188,Pa,ensuciar,katsaktilia
14189,14189,Pa,entablar,xamanilteka
14190,14190,Pa,entelerido,apichauki
14191,14191,Pa,entender,cojasi
14192,14192,Pa,entendible,mopouak
14193,14193,Pa,enteramente,senkiska
14194,14194,Pa,entero,ixkichtli
14195,14195,Pa,enterrar,toka
14196,14196,Pa,entorpecedor,ixtlapaltiliani
14197,14197,Pa,entorpecer,ixtlapaltilia
14198,14198,Pa,entorpecido,ixtlapaltilili
14199,14199,Pa,entorpecimiento,ixtlapaltilistli
14200,14200,Pa,entrada,kalakian
14201,14201,Pa,entrañable,yolikniu
14202,14202,Pa,entrar,calaqui
14203,14203,Pa,entrar por la puerta,kalakoa
14204,14204,Pa,entrar por todas partes,kakalaki
14205,14205,Pa,entre,itzalan
14206,14206,Pa,entre algunos,tetsalan
14207,14207,Pa,entre arboles,kuautsalan
14208,14208,Pa,entre el agua,atitlan
14209,14209,Pa,entre ellos,intsalan
14210,14210,Pa,entre semana,nimayan
14211,14211,Pa,"entre, en medio de",titlan
14212,14212,Pa,entrega,niktemaktli
14213,14213,Pa,entregado,temaktli
14214,14214,Pa,entretejer,machana
14215,14215,Pa,entretejido,tlaxipepanoli
14216,14216,Pa,entretrjar,xipepanoa
14217,14217,Pa,entrometer,kuitlaxeloa
14218,14218,Pa,envejecer,huehuejti
14219,14219,Pa,envejecido,solotik
14220,14220,Pa,enviar,titlani
14221,14221,Pa,envidia,nexikolistli
14222,14222,Pa,enviudar el hombro,siuamiki
14223,14223,Pa,enviudar la mujer,okichmiki
14224,14224,Pa,envoltorio,kimili
14225,14225,Pa,envoltura de papel,amauatilistli
14226,14226,Pa,envolver,kemiloa
14227,14227,Pa,epilepsia,mimikilistli
14228,14228,Pa,epistola,amatlakuilolanetilistli
14229,14229,Pa,epoazote,epaso
14230,14230,Pa,epoca,imaniatl
14231,14231,Pa,epoca de sequia,tlauakapatlan
14232,14232,Pa,eputación ,teyotl
14233,14233,Pa,equitacion,kauayoseualistli
14234,14234,Pa,equivocacion,tetlapolotilistli
14235,14235,Pa,equivocado,tetlapolotili
14236,14236,Pa,era,xiumolpiloyan
14237,14237,Pa,erase una vez,okse nechka
14238,14238,Pa,erizo,uitstochtli
14239,14239,Pa,ermita,teopantli
14240,14240,Pa,errepentido,moyolkuepki
14241,14241,Pa,error,tlatlakoli
14242,14242,Pa,erudito,kuayolopilyotl
14243,14243,Pa,erupcion,sauatli
14244,14244,Pa,es correcto,melauak
14245,14245,Pa,es decir,anoso
14246,14246,Pa,es imposible,auel
14247,14247,Pa,es necesario,inech moneki
14248,14248,Pa,es posible,ualis
14249,14249,Pa,es probable,uelis
14250,14250,Pa,esa,inon
14251,14251,Pa,escaceado,anekotonili
14252,14252,Pa,escacsez,anekotonalistli
14253,14253,Pa,escalador,tlakoni
14254,14254,Pa,escalar,catotonhuia
14255,14255,Pa,escalera,mamatlatl
14256,14256,Pa,escalera de caracol,tlejkokali
14257,14257,Pa,escalera de madera,ekauastli
14258,14258,Pa,escalofrio,tonauik
14259,14259,Pa,escama,iyajhuayo
14260,14260,Pa,escamar,euayotlasa
14261,14261,Pa,escamoles,askamoli
14262,14262,Pa,escandalizar,tlapololtia
14263,14263,Pa,escandalo,teisauilistli
14264,14264,Pa,escandaloso,teisautli
14265,14265,Pa,escapar,makixtia
14266,14266,Pa,escarabajo rinoceronte,atetepitstli
14267,14267,Pa,escaramuza,totokatl
14268,14268,Pa,escarcha,yeuatl
14269,14269,Pa,escardado,tlaxiutlasoli
14270,14270,Pa,escardar,xiutlasa
14271,14271,Pa,escarmenado,tlapochinali
14272,14272,Pa,escarmenador,tlapochintli
14273,14273,Pa,escarmenar,pochina
14274,14274,Pa,escarmiento,senmixnauatilistli
14275,14275,Pa,escarpio ,tilmakaktli
14276,14276,Pa,escasamento,ipoyansan
14277,14277,Pa,escasear,anekotona
14278,14278,Pa,escatimado,tlaixittali
14279,14279,Pa,esclavo,tlakotli
14280,14280,Pa,escoba,popotl
14281,14281,Pa,escobilla,xoluastli
14282,14282,Pa,escologista,yolosemanauatini
14283,14283,Pa,escombrado,tlaltepeuali
14284,14284,Pa,escombrar,tlatepeua
14285,14285,Pa,escombro,tlaltepeualistli
14286,14286,Pa,esconder,tlapachoa
14287,14287,Pa,esconderse,motlatia
14288,14288,Pa,escondido,tlatlatili
14289,14289,Pa,escondijo,tlatlatiloyan
14290,14290,Pa,escopeta,matlekikistli
14291,14291,Pa,escorpion gigante,tlauikolotl
14292,14292,Pa,escorzonera,kauaxilotl
14293,14293,Pa,escrdecer,nakatstilia
14294,14294,Pa,escribano,amatlakuilo
14295,14295,Pa,escribir,ijkuiloa
14296,14296,Pa,escribir claro,mopoua
14297,14297,Pa,escrito,amamachioni
14298,14298,Pa,escritura ,tlajkuilolistli
14299,14299,Pa,escroto,itecsismate
14300,14300,Pa,escuadra,tlanakasanoni
14301,14301,Pa,escuela,nemachtiloyan
14302,14302,Pa,esculpir,kuikuiloa
14303,14303,Pa,escultro,tlakuikuilo
14304,14304,Pa,escultura,tlakuikuiyotl
14305,14305,Pa,escupido,tlakuikuitl
14306,14306,Pa,escupir,chijcha
14307,14307,Pa,ese,inon
14308,14308,Pa,esencia,selistli
14309,14309,Pa,esfera,tlapayoltik
14310,14310,Pa,esferico,otontli
14311,14311,Pa,esforzado,yolchikauali
14312,14312,Pa,esforzar,yolchikaua
14313,14313,Pa,esfuerzo,yolchikaualistli
14314,14314,Pa,esgrima,teposmakuautilistli
14315,14315,Pa,eslabon,teposchikoli
14316,14316,Pa,esmeralda,ketsalistli
14317,14317,Pa,esmeril,teutli
14318,14318,Pa,eso,inon
14319,14319,Pa,esofago,kokotli
14320,14320,Pa,esos,nonke
14321,14321,Pa,espacio,apitsali
14322,14322,Pa,espacioso,tlakauili
14323,14323,Pa,espadachin,teposmakuauchiuki
14324,14324,Pa,espadaña,tolpatlaktli
14325,14325,Pa,espalda,elkomali
14326,14326,Pa,espaldas,kuitlapan
14327,14327,Pa,espantar,mamautia
14328,14328,Pa,espanto,sesepakatikisalistli
14329,14329,Pa,esparcido,tlamotlali
14330,14330,Pa,"esparcir, regar",tlamotla
14331,14331,Pa,espatula,tepostlakoloni
14332,14332,Pa,especie,tlaxelolistli
14333,14333,Pa,especulacion,tlanemilistli
14334,14334,Pa,especulado,tlanemilili
14335,14335,Pa,especular,nemilia
14336,14336,Pa,especulativo,tlanemiliani
14337,14337,Pa,espedido,tlayekoli
14338,14338,Pa,espejo,teskatl
14339,14339,Pa,espeque,huitzo
14340,14340,Pa,espera,tapayoltik
14341,14341,Pa,espera un poco,okxikchia
14342,14342,Pa,esperado,techiali
14343,14343,Pa,esperanza,netemachikayotl
14344,14344,Pa,esperanza de vida ,ijiyoteotl
14345,14345,Pa,esperma,xinachyotl
14346,14346,Pa,espermatozoide,tepokatsintli
14347,14347,Pa,espeso,tlatetsauak
14348,14348,Pa,espesura,tlatetsaualistli
14349,14349,Pa,espia,yaotlapixki
14350,14350,Pa,espiga de maiz,miauatl
14351,14351,Pa,espina,huitzti
14352,14352,Pa,espinacas,kanaukilitl
14353,14353,Pa,espinazo,kuitlatetepontli
14354,14354,Pa,espinilla,chochopi
14355,14355,Pa,espionaje,tepipilistli
14356,14356,Pa,espiracion,tlatemonilistli
14357,14357,Pa,espiral,temonilia
14358,14358,Pa,espiritu santo,yolistsintlayektli
14359,14359,Pa,espiritual,yoliliso
14360,14360,Pa,esponja,tlatesouilistli
14361,14361,Pa,esponja de baño,tepoxaktli
14362,14362,Pa,esponjado,poxaktik
14363,14363,Pa,esponjar,tesouia
14364,14364,Pa,esponjoso,poxauak
14365,14365,Pa,esposa,isihua
14366,14366,Pa,esposo,ihuehuej
14367,14367,Pa,espuela,teposuitstli
14368,14368,Pa,espulgar,aselana
14369,14369,Pa,espuma,apotsonakilotl
14370,14370,Pa,esqueleto,mikistetl
14371,14371,Pa,esqui,sepayaixkipan
14372,14372,Pa,esqui acuático ,aixkipan
14373,14373,Pa,esquina,kalnakastli
14374,14374,Pa,esquivado,tlalkauili
14375,14375,Pa,esquivar,tlalkauia
14376,14376,Pa,esquizofrenia,tlauililokayotl
14377,14377,Pa,esta,inin
14378,14378,Pa,esta temblando,uiuiyokatok
14379,14379,Pa,establecer,tlalia
14380,14380,Pa,establecimiento,tlatlalilistli
14381,14381,Pa,establo,kauayotlakuayan
14382,14382,Pa,estacion del año,xiukauitl
14383,14383,Pa,estacion ferroviaria,teposkalmimilolkoyan
14384,14384,Pa,estacionamiento,malakatlayokan
14385,14385,Pa,estadio,momotlalkali
14386,14386,Pa,estadio olimpico,tlamaseualoyan
14387,14387,Pa,estadistica,tlasemanki
14388,14388,Pa,estalagmita,achichipiktli
14389,14389,Pa,"estallar, disminuir",kaxiui
14390,14390,Pa,estallido,xittontlali
14391,14391,Pa,estambre,mekatlamautli
14392,14392,Pa,estampa,pepeyoktli
14393,14393,Pa,estancia,kalitik
14394,14394,Pa,estandarte,kuachpantli
14395,14395,Pa,estanque,atekochtli
14396,14396,Pa,estaño,anochitl
14397,14397,Pa,estar acosto,huetzto
14398,14398,Pa,estar amarrado,ilpito
14399,14399,Pa,estar amontonado,chapanto
14400,14400,Pa,estar bien,ka ye kuali
14401,14401,Pa,estar blanco,istanto
14402,14402,Pa,estar cansado,siaui
14403,14403,Pa,estar corto de resuello,ijiyotzacua
14404,14404,Pa,estar crecido,hueyitito
14405,14405,Pa,estar debil,cuetani
14406,14406,Pa,estar despierto,isato
14407,14407,Pa,estar dradicado,chantito
14408,14408,Pa,estar en casa,kaltsaukika
14409,14409,Pa,estar endemoniado,kineua
14410,14410,Pa,estar enojado,cuesito
14411,14411,Pa,estar escondido,iyanto
14412,14412,Pa,estar escrito,ijculijto
14413,14413,Pa,estar feliz,papaki
14414,14414,Pa,estar flojo,huehueloca
14415,14415,Pa,estar limpio,ejto
14416,14416,Pa,estar loco,cuatapolijto
14417,14417,Pa,estar parado,ejcato
14418,14418,Pa,estar parejo,ixmanto
14419,14419,Pa,estar satisfecho,ixhui
14420,14420,Pa,estar seco,huacto
14421,14421,Pa,estar sentado,ehuato
14422,14422,Pa,estar ser haber,ka
14423,14423,Pa,estar triste,elaki
14424,14424,Pa,estatua,tekuikuili
14425,14425,Pa,este,nin
14426,14426,Pa,este año,inin xiupan
14427,14427,Pa,esteriizado,tetsakatli
14428,14428,Pa,esteril,tetsakatl
14429,14429,Pa,esterilidad femenina,kuichilistli
14430,14430,Pa,esterilidad ,tetsakayotl
14431,14431,Pa,esterilizado,tetsakali
14432,14432,Pa,esterilizar,tetsaka
14433,14433,Pa,estetoscopio,yolokakiloni
14434,14434,Pa,estibiado,tlayamanilistli
14435,14435,Pa,estilo,yautlajtolistli
14436,14436,Pa,estilo arquiteconico,tlakitki
14437,14437,Pa,estofado,icopa
14438,14438,Pa,estomago,totlatlakuayan
14439,14439,Pa,estonces,tons
14440,14440,Pa,estopa,ichkasoli
14441,14441,Pa,estorbar,tetsikoa
14442,14442,Pa,estorbo,tlatetsikolistli
14443,14443,Pa,estornudar,jecxohua
14444,14444,Pa,estornudo,kuxololistli
14445,14445,Pa,estos,inimeke
14446,14446,Pa,estrecho,atlalpan
14447,14447,Pa,estrella ,sitlali
14448,14448,Pa,estrella de belen,sitlalpoli
14449,14449,Pa,estrella de mar,asitlalmichitli
14450,14450,Pa,estrellado,sitlalo
14451,14451,Pa,estresado,kuejsouali
14452,14452,Pa,estribo,tepantli ichkauak
14453,14453,Pa,estrofa,sepantlakuikali
14454,14454,Pa,estropajo,cuaboposo
14455,14455,Pa,estructura arquiteconica,kalmikistetl
14456,14456,Pa,estrundo,xaxamakalistli
14457,14457,Pa,estuario,axomoli
14458,14458,Pa,estuche,koyomikalkali
14459,14459,Pa,estudiante,machtiani
14460,14460,Pa,estudiantes,machtianimej
14461,14461,Pa,estudiar,machtia
14462,14462,Pa,estudio,machitilistli
14463,14463,Pa,estudio climatico,yeyamatili
14464,14464,Pa,estudioso,ixtlamatki
14465,14465,Pa,estufa,tepostlekuili
14466,14466,Pa,eternidad,semankayotl
14467,14467,Pa,eterno,semankakyeni
14468,14468,Pa,eucalipto,okalotl
14469,14469,Pa,eufonia,nauatl
14470,14470,Pa,evangelio,teomachtilistli
14471,14471,Pa,evangelizar,teomachtia
14472,14472,Pa,evejecido,ueuetili
14473,14473,Pa,examen,tetlamolistli
14474,14474,Pa,examinado,tetlamotili
14475,14475,Pa,examinar,tlatlachia
14476,14476,Pa,excavar,tataka
14477,14477,Pa,exclamacion,maukatsalistli
14478,14478,Pa,exclamar,maukatsa
14479,14479,Pa,existencia,katl
14480,14480,Pa,exitacion,auiayalistli
14481,14481,Pa,exitacion femenina,siuauiayalistli
14482,14482,Pa,exitacion masculina,tepolkuautilistli
14483,14483,Pa,exitado,tekomoni
14484,14484,Pa,exitar,komonia
14485,14485,Pa,exitarse,moauialtia
14486,14486,Pa,éxito,teaasistli
14487,14487,Pa,expedicion,tlayekolistli
14488,14488,Pa,expedir,yejkoa
14489,14489,Pa,experiencia,asomaluauetl
14490,14490,Pa,experimentar,ixtlamani
14491,14491,Pa,experimento,ixtlamatki 
14492,14492,Pa,explosion,xittontlalistli
14493,14493,Pa,explotar,xittontla
14494,14494,Pa,exprimida,tlapatskitl
14495,14495,Pa,exprimidor de citricos,xokopatskaxitl
14496,14496,Pa,exprimir,patska
14497,14497,Pa,extender,uika
14498,14498,Pa,extintor,tlaseuiloni
14499,14499,Pa,extraer,kopina
14500,14500,Pa,extrañado,ilnamikili
14501,14501,Pa,extremado,mauitsauki
14502,14502,Pa,extremo,mauitstik
14503,14503,Pa,extrenado,tlachalili
14504,14504,Pa,eyaculacion,tepolatilistli
14505,14505,Pa,eyaculado,tepolatilili
14506,14506,Pa,eyacular,tepolatia
14507,14507,Pa,fabrica,tlayokoyan
14508,14508,Pa,fabricante,tlatlaliani
14509,14509,Pa,fabricante de candelas,okochiuki
14510,14510,Pa,fachada,kalixkuaitl
14511,14511,Pa,facil,amo uaui
14512,14512,Pa,facilidad,ayouilistli
14513,14513,Pa,facilitar,ayouika
14514,14514,Pa,facilmente,ayouika
14515,14515,Pa,facultad,uelitilistli
14516,14516,Pa,faisan,koxolitli
14517,14517,Pa,faja,ilpikatl
14518,14518,Pa,falange,mapiltepostli
14519,14519,Pa,falda,icue
14520,14520,Pa,falsedad,istlakayotl
14521,14521,Pa,falsificacion,teixkuepalistli
14522,14522,Pa,FALSO,istlakatik
14523,14523,Pa,falta,poliui
14524,14524,Pa,faltante,akanoyeui
14525,14525,Pa,faltar,akocholoa
14526,14526,Pa,fama,kakauanilistli
14527,14527,Pa,familiar,senyelo
14528,14528,Pa,familiaridad,senyeliskayotl
14529,14529,Pa,famoso,tenyo
14530,14530,Pa,fanatico,teotlalnoteki
14531,14531,Pa,fango ,chansoquiyoj
14532,14532,Pa,fantasia,topalnemilistli
14533,14533,Pa,fantasma,sentlalpachtontli
14534,14534,Pa,farmaceutico,panamakak
14535,14535,Pa,farmacia,pakali
14536,14536,Pa,faro,atlaneixtiloyan
14537,14537,Pa,farsante,omeyolo
14538,14538,Pa,fascinador,ketsaltiani
14539,14539,Pa,fatigado,siammikki
14540,14540,Pa,fatigar,siauitia
14541,14541,Pa,favor,tepaleuilistli
14542,14542,Pa,favorable,paleuiloni
14543,14543,Pa,fe,neltokokayotl
14544,14544,Pa,fechar,xakaloa
14545,14545,Pa,fecundar,tlakatiltia
14546,14546,Pa,felicidad,pakiliskayotl
14547,14547,Pa,felicitacion,pakilistli
14548,14548,Pa,feliz,kuali iluichiuali
14549,14549,Pa,feliz navidad,kuali tlakatilisiluitl
14550,14550,Pa,felizmente,papakilistika
14551,14551,Pa,femenino,siuatik
14552,14552,Pa,feminidad,siuayotl
14553,14553,Pa,feo,amo kuakualtsin
14554,14554,Pa,feria ,tiankispan
14555,14555,Pa,fertilidad,atokyotl
14556,14556,Pa,fesenfrenar,tentlauelia
14557,14557,Pa,festividad,iluikatl 
14558,14558,Pa,fetiche,kolotli
14559,14559,Pa,fetido,chichijya
14560,14560,Pa,fianza,tlauelyolotilistli
14561,14561,Pa,fibra,ichtli
14562,14562,Pa,ficha,amatlakuilotontli
14563,14563,Pa,ficha de domino,tlapoapatoli
14564,14564,Pa,fidelidad,netlakanekilistli
14565,14565,Pa,fiebre,komitl
14566,14566,Pa,fiel,netlakanekini
14567,14567,Pa,fiereza,tekuayotl
14568,14568,Pa,fiesta,iluitsintli
14569,14569,Pa,fiesta de la vendimia,xokomekapixkipan
14570,14570,Pa,fiesta de las flores,xochiluitl
14571,14571,Pa,fiesta de las mujeres,siuailuitl
14572,14572,Pa,figura,tlakuilomachiotl
14573,14573,Pa,fijar la vista,temoa
14574,14574,Pa,fila,pantli
14575,14575,Pa,filo,tenatkatl
14576,14576,Pa,filoso,tenatkitl
14577,14577,Pa,filosofia,yolismatilistli
14578,14578,Pa,filosofo,motlasolistlapiani
14579,14579,Pa,filtrarse,ixica
14580,14580,Pa,fin,tlamilistli
14581,14581,Pa,finado,uelomik
14582,14582,Pa,finados,mimijkatsitsintin
14583,14583,Pa,finalista,tlamini
14584,14584,Pa,finalmente,santepan
